unit_name,building,sub_community,community,emirate,bedrooms,bathrooms,size_sqft,price_aed,price_period,agent,agency,dld_permit,listed_date,url
FULLY FURNISHED | UPGRADED | VACCANT,Manchester Tower,,Dubai Marina,Dubai,1,2,722,80000,yearly,ZARKA Khan,Royal Place Real Estate,7118478100,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-2Q8O0KH1qds.html
FULLY FURNISHED | UPGRADED UNIT | VACCANT,Manchester Tower,,Dubai Marina,Dubai,1,2,695,85000,yearly,ZARKA Khan,Royal Place Real Estate,7118478200,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-2Q8NxRrHnhg.html
Marina View | Fully Furnished | Exclusive Unit,Manchester Tower,,Dubai Marina,Dubai,1,1,516,75000,yearly,Muhammad Bilal Khan,AL DAR ALJADEED REAL ESTATE L.L.C,7118479900,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-67821803.html
Fully Furnished | Chiller Free | Next to Metro,Yacht Bay,,Dubai Marina,Dubai,1,2,801,95000,yearly,Lowri Scrivens,betterhomes - Dubai Marina,7118481100,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-67435310.html
Dubai Marina 1BR Apartment | Excellent Investment,Manchester Tower,,Dubai Marina,Dubai,1,1,516,80000,yearly,Nikita Nikolaj Scharkow,D D A Real Estate,7118487500,2026-01-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-2OlzpozrksC.html
Ready to Move | Higher Floor | Marina View,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,1,1,776,82000,yearly,Imran Khan,SEVENX PROPERTIES L.L.C,7118496600,2026-02-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-16299679.html
Marina Views | Near Metro | Chiller Free,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,2,2,1001,120000,yearly,Muhammad Bilal,Creative Homes Real Estate Broker LLC,7118500000,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-2Q1eb302k64.html
High Floor Apartment | Marina Diamond 4,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,1,2,674,85000,yearly,Kanat Alchibekov,KANAT ALCHIBEKOV REAL ESTATE L.L.C,7118500500,2026-02-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-16314297.html
Lake View |Fully Upgraded | 12 Cheque |Near Metro,Manchester Tower,,Dubai Marina,Dubai,1,2,726,90000,yearly,Hussnain Jamil,Aurantius Real Estate,7118505700,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-2Q3Vvkbl08u.html
Vacant | Upgraded | Furnished | Bright Layout,Manchester Tower,,Dubai Marina,Dubai,1,2,516,85000,yearly,Muhammad Awais,Housess Global Real Estate,7118506100,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-67456964.html
Elegant Fully Renovated One Bedroom With Balcony,Manchester Tower,,Dubai Marina,Dubai,1,1,553,90000,yearly,ANTONELLA CATTE,Playa Real Estate Brokerage LLC,7118506300,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-2PutF1OyIGO.html
Marina Views | High Floor | Ready to Move,La Riviera,,Dubai Marina,Dubai,2,2,1185,119000,yearly,Mohammad Ali Zain,Aeon & Trisl Real Estate Brokers,7118519300,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-2Pq5dQMnMqu.html
Elegant Unit | Ready to Move| Prime Location,La Riviera,,Dubai Marina,Dubai,2,2,1184,127999,yearly,Muneeb Ur Rehman,NEXIO PROPERTIES,7118525000,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-2Q5A5YMzxho.html
Upgraded | Modern | Ready to Move In | Furnished,La Riviera,,Dubai Marina,Dubai,2,2,1329,140000,yearly,Tiago Oliveira,Edwards and Towers Real Estate Brokers,7118525700,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-65565399.html
Spacious 2 Bedroom | Fully Furnished | Marina View,La Riviera,,Dubai Marina,Dubai,2,3,1150,150000,yearly,Dmitrii Sadov,Alcenza Properties,7118526700,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-67451494.html
FURNISHED | NEAR SHEIKH ZAYED ROAD | METRO ACCESS,La Riviera,,Dubai Marina,Dubai,2,3,1185,130000,yearly,Lata Poojary,Classic Properties Real Estate,7118527400,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-64404219.html
Spacious Studio  Prime Location  Ready to Move In,Yacht Bay,,Dubai Marina,Dubai,studio,1,609,78000,yearly,Denis  Miliaev,Dom Na More Real Estate,7118527700,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-2Q3kKBBxVT6.html
MONTHLY OPTION  |  Serviced  |  Pool View,Yacht Bay,,Dubai Marina,Dubai,studio,1,460,80000,yearly,Tony Forlina,THRIVESTATE SQUARE REAL ESTATE,7118530200,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-2Pwx3XODxzM.html
Spacious 2BR in La Riviera | Water View | Vacant,La Riviera,,Dubai Marina,Dubai,2,2,1185,125000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7118546900,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-64406214.html
Vacant | Bright Unit | Mid Floor | Spacious Layout,Manchester Tower,,Dubai Marina,Dubai,1,2,764,80000,yearly,Lyba Waqar,Aaronz & Co Real Estate,7118549600,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-manchester-tower-64428818.html
NEAR TO METRO | SPACIOUS | Ready to Move,Yacht Bay,,Dubai Marina,Dubai,1,2,801,95000,yearly,Syed Saqib,Royal Place Real Estate,7118585200,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-2Q3JUoUsTEu.html
Fully Upgraded | Marina View | Furnished,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,1,2,785,119999,yearly,Ali Hail,THRIVESTATE SQUARE REAL ESTATE,7118599200,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2Q86hEbijM8.html
Furnished and Fully Upgraded | Close to Metro,Yacht Bay,,Dubai Marina,Dubai,2,3,1382,205000,yearly,Sharon Addo,Driven Properties,7118601800,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-65554135.html
Near Metro Station | Chic Furnished | Prime Area,Yacht Bay,,Dubai Marina,Dubai,studio,1,554,90000,yearly,Mahyar Aghaee,fam Properties - Branch 6,7118603400,2026-02-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-16279935.html
Close to Metro | Good Conditions | Vacant in April,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,2,3,1083,114999,yearly,Thomas McCone,McCone Properties,7118611000,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-67836301.html
Full Marina View| High Floor| Furnished| Near Tram,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,2,2,1002,135000,yearly,Carolina Gildemeister,Prestige Luxury Real Estate,7118616500,2026-01-29,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-16193739.html
Fully Furnished 1 Bedroom | Vacant Now,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,1,1,674,99999,yearly,Jiyan Uzun,White & Co Real Estate,7118629400,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-2Q6nG0YBw3M.html
Marina View I Fully Furnished I Closed Kitchen,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,2,2,1083,119000,yearly,Sonia Chhabra,Range International,7118641000,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-67820009.html
1BR with Balcony | Partial Marina View | MD,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,1,1,714,80000,yearly,Hanan Sayed,Alpha Real Estate,7118641200,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-65182009.html
Marina Views | Near Metro | Chiller Free,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,2,2,1083,119999,yearly,Muhammad Bilal,Creative Homes Real Estate Broker LLC,7118641600,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-16319901.html
Chiller Free | Marina Lifestyle | Spacious 1BHK,Yacht Bay,,Dubai Marina,Dubai,1,2,746,85000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7118642700,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-64407681.html
Next metro | 2 BHK | Fully furnished,Yacht Bay,,Dubai Marina,Dubai,2,3,1185,150000,yearly,Asad Reza,URBAN BRICKS REAL ESTATE L.L.C,7118643300,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-65181039.html
SPACIOUS | FURNISHED 2 BEDROOM |TRIDENT WATERFRONT,Trident Waterfront,,Dubai Marina,Dubai,2,3,1702,124499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7118652700,2026-02-07,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-trident-waterfront-16266236.html
Fully Furnished 2BR Apartment | Vacant 1 May,Trident Waterfront,,Dubai Marina,Dubai,2,3,1702,125000,yearly,Fiza Khizar Khizar Mukhtar,OCEAN EDGE REAL ESTATE L.L.C,7118652800,2026-02-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-trident-waterfront-16256036.html
Exclusive| 2BR| Unfurnished| Available 30th March,Trident Waterfront,,Dubai Marina,Dubai,2,3,1703,120000,yearly,Akhtar Hussain,Prestige Luxury Real Estate,7118653900,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-trident-waterfront-2Pq6wZr0ezg.html
BRIGHT AND SPACIOUS 1BR | GOOD VIEW | STYLISH,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,1,2,776,75000,yearly,Muhammad Asif Hazrat Gul,Braavos Real Estate,7118660900,2026-01-30,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-16196909.html
Upgraded and Unfurnished | Available 1st Feb,Marina Diamond 4,Marina Diamonds,Dubai Marina,Dubai,1,1,776,85000,yearly,Sonia Chhabra,Range International,7118665900,2026-01-30,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-4-16198670.html
Marina View 2BR | Semi Furnished | Prime Location,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,2,3,1084,130000,yearly,Robert Alexandru Ana,Two Continents Real Estate L.L.C.,7118670200,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-64409321.html
SPACIOUS | FURNISHED 2 BEDROOM | YACHT BAY,Yacht Bay,,Dubai Marina,Dubai,2,2,1167,149999,yearly,Vikas Dahiya,Royal Manor Real Estate Broker,7118677000,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-2QAdMTXskAS.html
Hot Deal | 2BR Furnished | Marina View,Yacht Bay,,Dubai Marina,Dubai,2,2,1167,150000,yearly,Almir Puskic,LUXSAR IMMO PROPERTIES,7118678100,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-2Q1qqLiWaYK.html
SPACIOUS | FURNISHED 2 BEDROOM |MARINA DIAMOND 5,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,2,3,1083,114900,yearly,Vikas Dahiya,Royal Manor Real Estate Broker,7118682500,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-2QAOEsrcRVo.html
Hot Deal! | Vacant Ready| Near To Metro & Tram,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,1,1,714,80000,yearly,Mubashir Hussain,Pleasant Real Estate Brokers,7118687900,2026-01-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-16107304.html
Vacant | Upgraded |Fully Furnished,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,1,1,581,85000,yearly,Natalia Rogovaya,Prive Real Estate LLC,7118689100,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-2Q5KOpFsIvA.html
Elegant | Available Now | Marina Sea View,Marina Diamond 5,Marina Diamonds,Dubai Marina,Dubai,2,2,1083,119000,yearly,Sonia Chhabra,Range International,7118690000,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-diamonds-marina-diamond-5-2Pmj9eInrJw.html
Upgraded | Marina View | Ready to Move In,Yacht Bay,,Dubai Marina,Dubai,2,3,1168,135000,yearly,Sharon Addo,Driven Properties,7118694300,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-yacht-bay-2Q6eajyRbCy.html
Unfurnished | Spacious two bed | WestSide,Westside Marina,,Dubai Marina,Dubai,2,3,1635,140000,yearly,Oliver Banks,betterhomes - Dubai Marina,7118707600,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-westside-marina-64424210.html
Largest Layout| Fully upgraded| Vacant,Azure,,Dubai Marina,Dubai,1,1,821,125000,yearly,Daniels Stupins,Espace Real Estate,7118719100,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-67823157.html
Close to Metro | Vacant | Low floor,Azure,,Dubai Marina,Dubai,1,1,813,90000,yearly,Kristina Lanto,Aaronz & Co - Real Estate Management,7118719700,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-65553580.html
Fully Furnished | SPACIOUS | Prime Location,Westside Marina,,Dubai Marina,Dubai,1,2,1009,110000,yearly,ZARKA Khan,Royal Place Real Estate,7118727300,2026-02-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-westside-marina-2PZcgJ1qILJ.html
Duplex With Private Pool | Renovated,The Waves Tower A,The Waves,Dubai Marina,Dubai,3,4,2734,330000,yearly,Serafina Berisha,fam Properties - Branch 6,7118736400,2026-02-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-waves-the-waves-tower-a-16230081.html
UPGRADED | UNFURNISHED | 1 BEDROOM | AZURE,Azure,,Dubai Marina,Dubai,1,1,813,89999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7118767400,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-2PqLNGw5Lzk.html
Furnished I Fully Upgraded I Lowrise Building,Azure,,Dubai Marina,Dubai,4,5,2486,360000,yearly,Marianna Korzhimanova,fam Properties - Branch 6,7118768400,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-2Q3dxlfXEae.html
Nicely Furnished | Close to Metro | Exclusive,Azure,,Dubai Marina,Dubai,1,1,885,95000,yearly,Nadeem Riaz,Rocky Real Estate Brokerage LLC,7118769100,2026-02-25,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-2PhqwSqquUy.html
Outstanding Upgrades | Fully Furnished,Azure,,Dubai Marina,Dubai,3,3,2028,330000,yearly,Daniels Stupins,Espace Real Estate,7118769600,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-2PwtXkIFeiG.html
Brand New | Fully Furnished | Renovated | Vacant..,Azure,,Dubai Marina,Dubai,1,1,1162,120000,yearly,Sanketh Vipin Kumar,Hunter and Hunter Properties,7118769800,2026-02-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-16230255.html
Great Deal | Furnished 1BR | Marina Living,Azure,,Dubai Marina,Dubai,1,1,809,99000,yearly,Luke Paul,Two Continents Real Estate L.L.C.,7118770400,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-67449001.html
Marina View | Upgraded | Fully Furnished,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1405,260000,yearly,Grant Sommerville,XO Property,7118808300,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2PtbbjexkdE.html
Chiller Free Duplex 5BHK | Maid’s Room | Store | 3,Marina Residence A,Marina Residence,Dubai Marina,Dubai,5,6,3711,280000,yearly,Shoaib Iqbal,The Champion Real Estate LLC,7118837200,2026-01-30,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-a-16199866.html
Exclusive | High Floor | Amazing Views,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,1,2,957,125000,yearly,Thomas Herring,Luxury Invest Group,7118892500,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2Pg3ek7ZEB6.html
Full marina view | Large Layout | Unfurnished,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1497,200000,yearly,Kyle Caruana,Strada,7118893200,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2PmWYURJqxE.html
Upgraded | Marina View | Vacant,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1497,320000,yearly,Joanna Plunkett,Huspy Dubai,7118907800,2026-02-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-16291782.html
UPGRADED | FURNISHED 2 BEDROOM | AURORA TOWER,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1497,319499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7118908300,2026-02-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-16304702.html
Full Marina View | High Floor | Fully Furnished,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1497,274999,yearly,Nandita Sharma,White House Properties L.L.C,7118913400,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2Pl6vzpHMky.html
Vacant Soon | Fully Furnished |  Marina View,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1405,220000,yearly,Joseph Rochester,Dacha Real Estate,7118914000,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2Q3YJbCePSq.html
Dubai Sea View | Vacant | Chiller Free,Aurora Tower,Marina Promenade,Dubai Marina,Dubai,1,2,953,125000,yearly,Sana Ullah,Huspy Dubai,7118914100,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-aurora-tower-2Q1TK1UsdJw.html
CHILLER FREE | UNFURNISHED | NEXT TO METRO,Marina Residence B,Marina Residence,Dubai Marina,Dubai,1,2,613,75000,yearly,ZARKA Khan,Royal Place Real Estate,7118915300,2026-02-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-b-16328133.html
Chiller Free | 2BHK + Maid room + Storage | Vacant,Marina Residence A,Marina Residence,Dubai Marina,Dubai,2,3,1102,140000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7118916700,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-a-65152670.html
SPACIOUS | FURNISHED 2 BEDROOM |MARINA RESIDENCE A,Marina Residence A,Marina Residence,Dubai Marina,Dubai,2,3,1071,144900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7118918300,2026-02-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-a-16241513.html
Upgraded | Newly Furnished | Spacious,Marina Residence A,Marina Residence,Dubai Marina,Dubai,2,3,1071,135000,yearly,Syed Saqib,Royal Place Real Estate,7118939300,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-a-2Q8FB7hk3t2.html
Spacious | 2BR Apartment | Marina Location,Marina Residence A,Marina Residence,Dubai Marina,Dubai,2,3,1071,130000,yearly,Al Amin Md Shah Alam,Real Choice Real Estate,7118941300,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-a-16218437.html
Upgraded 2 BR | Walk to Metro | Private Residence,Azure,,Dubai Marina,Dubai,2,2,1720,169999,yearly,Nayan Lodaya,Exalt Real Estate L.L.C,7118957000,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-2PjxCjM3ziy.html
Unfurnished | Upgraded | Prime Location,Azure,,Dubai Marina,Dubai,2,2,1731,145000,yearly,Callum Johal,haus & haus,7118957400,2026-03-14,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-azure-2QA3wkIrfqC.html
Rare to find such size II Ready to move,KG Tower,,Dubai Marina,Dubai,3,5,3064,199999,yearly,Ghazanfar Mehmood,Water Edge Real Estate Broker,7119016900,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-kg-tower-2PwdhU7U1GS.html
Unique Layout | Stunning Canal View | Spacious,KG Tower,,Dubai Marina,Dubai,3,4,3076,195000,yearly,Rohit Chhabria,Driven Properties,7119017700,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-kg-tower-2PjDtFfKLgm.html
Bigger Unit II 2 bed with Maid II Marina View,KG Tower,,Dubai Marina,Dubai,2,3,1676,134999,yearly,Zakki Khan,Ardy Real Estate Brokerage,7119042000,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-kg-tower-2Ptp73e3XHM.html
Elegant | Huge Layout | Vacant | Unfurnished,Westside Marina,,Dubai Marina,Dubai,1,2,1017,89950,yearly,Eugene Yudin,Intrust Real Estate LLC,7119131000,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-westside-marina-2Q4wOZbDR4K.html
Furnished | Marina View | Spacious | Vacant Now,La Riviera,,Dubai Marina,Dubai,2,2,1329,140000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7119189400,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-2Q6rCXp69dA.html
Ready to Move | Vacant | Close to Metro |,La Riviera,,Dubai Marina,Dubai,2,2,982,105000,yearly,Mohammad Ali Zain,Aeon & Trisl Real Estate Brokers,7119189700,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-la-riviera-2Pq59nmP0k4.html
Marina View | Close to Metro | Fully Furnished,Marina View Tower A,Marina View,Dubai Marina,Dubai,2,2,961,125000,yearly,Marie Leadbeatter,Linda's Real Estate,7119321800,2026-01-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-16130262.html
CHILLER FREE | UNFURNISHED | CLOSE TO METRO,Marina Residence B,Marina Residence,Dubai Marina,Dubai,1,2,723,85000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7119337500,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-b-2Q6fOtD62Rk.html
PRIME LOCATION | UNFURNISHED | CHILLER FREE,Marina Residence B,Marina Residence,Dubai Marina,Dubai,1,2,602,75000,yearly,Syed Saqib,Royal Place Real Estate,7119337600,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-b-2Q3HDZQ2yfo.html
Chiller Free | Near By Metro | Specious 1 BHK,Marina Residence B,Marina Residence,Dubai Marina,Dubai,1,2,613,75000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7119338500,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-b-2Q6dJjDyPGi.html
FULLY FURNISHED-1 BEDROOM-CLOSE TO METRO,Marina Residence B,Marina Residence,Dubai Marina,Dubai,1,2,602,85000,yearly,Pawan Nagpal,INSIGHT PROPERTIES L.L.C,7119339700,2026-01-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-residence-marina-residence-b-16128128.html
FULLY FURNISHED | 1 BEDROOM | MARINA VIEW TOWER A,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,759,104499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7119395900,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2Q3cIv8DILg.html
Furnished| Marina View| Best Deal| Avail Apr1,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,750,95000,yearly,Muhammad Touseef Baig Mughal,Aurantius Real Estate,7119396600,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2Q54wkPlhtg.html
Full Marina View| Move in Ready| Low Price,Marina View Tower A,Marina View,Dubai Marina,Dubai,2,2,962,125000,yearly,Sarah Louise Reynolds,fam Properties - Branch 23,7119396800,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-65559658.html
