evidence date,data points,all developments,community/building,sub community / building,sub community / building.1,beds,annualised rental price (aed),contract rental price (aed),unit size (sq ft),plot size (sq ft),rent (aed/sq ft),unit type,floor level,unit no.,rent recurrence,view,developer name,source,comments,villa type,maid,study,balcony,select data points,price (aed),price (aed/sq ft),sales recurrence,frequency,chiller fee included,furnished,utilities
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Al Warqaa Building,,1,41895.0,41895.0,667.0,,63.0,Apartment,6,608,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Salem Tower,,1,42000.0,42000.0,680.0,,62.0,Apartment,6,623,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Wasl R441,,2,82583.0,82583.0,1486.0,,56.0,Apartment | 3731352,2,240,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills,Artesia,Artesia D,,Studio,52000.0,52000.0,460.0,,113.0,Hotel Apartment,11,D-1109,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Al Wasl Hub,Wasl R444,2,70916.0,70916.0,1295.0,,55.0,Apartment | 3181041,2,206,Renewal,-,Wasl,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,City Walk,Central Park at City Walk,Myrtle,,2,200000.0,200000.0,1103.0,,181.0,Apartment,4,418,New Contract,-,Meraas,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 4,Al Sultan Building,,1,46000.0,46000.0,753.0,,61.0,Apartment,3,303,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,The Gardens,The Gardens Buildings,The Gardens Building 46,,2,71761.0,71761.0,1130.0,,64.0,Apartment,2,24,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Al Dana Building,,2,73000.0,73000.0,1098.0,,66.0,Apartment,6,607,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,CBD,CBD-B01,,1,40400.0,40400.0,751.0,,54.0,Apartment,3,303,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Souq Al Kabeer,Sheikh Hamdan Building,,1,47250.0,47250.0,849.0,,56.0,Apartment,6,A612,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais First,-,,,Studio,21600.0,21600.0,380.0,,57.0,Apartment,-,1,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster H,Concorde Tower,,1,72000.0,72000.0,639.0,,113.0,Apartment,29,2902,New Contract,-,32 Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,-,64684.0,70000.0,994.0,,65.0,Retail,-,SHOP 14,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,Manazil Al Muraqqabat 01,,3,101430.0,101430.0,1577.0,,64.0,Apartment | 1244721,2,208,Renewal,-,Al Ghurair Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,The Views,Golf Towers,Golf Towers 1,,1,125000.0,125000.0,1120.0,,112.0,Apartment,G,G4,New Contract,-,Emaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Abbar Building,,1,45000.0,45000.0,10021.0,,4.0,Apartment,1,107,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,Ghoroob,Building A01,,3,90179.0,90179.0,1793.0,,50.0,Apartment,1,101,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Liwan 2,-,,,2,78000.0,78000.0,1024.0,,76.0,Apartment,3,305,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,MNASM 12 Building,,1,52000.0,52000.0,745.0,,70.0,Apartment,9,915,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,2,81000.0,81000.0,,,,Apartment,-,407,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Hassani Tower 11,,2,59000.0,59000.0,772.0,,76.0,Apartment,5,507,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Healthcare City 2,Creek Views II,,,1,75000.0,75000.0,656.0,,114.0,Apartment,11,1121,New Contract,-,Azizi,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Al Nabooda Block A,,Studio,36250.0,36250.0,355.0,,102.0,Apartment | 3190121,2,203,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Lagoons,Santorini,Santorini 2,,5,150000.0,150000.0,2846.0,1550.0,53.0,Townhouse,G+1,D162,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Zabeel,Zabeel 2,Downtown Views II,Downtown Views II Tower 2,1,140000.0,140000.0,774.0,,181.0,Apartment | 3370587,38,3804,Renewal,-,Emaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Ali Khalifa Building,,1,44000.0,44000.0,603.0,,73.0,Apartment,7,703,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Suq Al Kabeer,-,,,2,66125.0,66125.0,1561.0,,42.0,Apartment,-,13,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,52A Building,,-,299590.0,600000.0,818.0,,367.0,Retail,-,4,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Umm Hurair,Umm Hurair 2,Al Jawhara Building,2,85000.0,85000.0,1843.0,,46.0,Apartment | 3150115,4,413,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Al Kaabi Building,,2,67000.0,67000.0,1466.0,,46.0,Apartment | 2310299,3,312,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Garhoud,-,,,-,300000.0,300000.0,,10000.0,,Villa,G+1,0,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,Russia Cluster,Block V,Building V-04,Studio,26848.0,26848.0,479.0,,56.0,Apartment,2,208,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais,Sheikh Rashid Colony,Sheikh Colony Block 3,,1,26999.0,26999.0,436.0,,62.0,Apartment | 2320499,5,56,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Naif,,,-,24000.0,24000.0,205.0,,117.0,Retail,-,S19,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,Manazil Al Raffa 01 Building,,1,76400.0,76400.0,1990.0,,38.0,Apartment,3,315,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,50930.0,50930.0,1136.0,,45.0,Apartment,-,N2F0901,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai South,Expo City,Expo Village,Expo Village Residences 4 | Expo Village Residences 4B,2,92000.0,92000.0,1111.0,,83.0,Apartment,3,4B-309,Renewal,-,Dubai World Trade Centre,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,Shorooq,,,2,88200.0,88200.0,2229.0,2229.0,40.0,Villa,G+1,M-14,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,,,1,43000.0,43000.0,,,,Apartment,-,102,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Quoz,Al Quoz 1,,,-,200000.0,200000.0,,2723.0,,Villa,G+1,0,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Industrial City,Hassani Villas,,,3,100000.0,100000.0,2461.0,1558.0,41.0,Villa,G+1,HASSANI 26 V24,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Residence Complex,MAHG Residence,,,2,58800.0,58800.0,1312.0,,45.0,Apartment,1,102,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,Dragon Towers,Dragon Towers B,,Studio,42666.0,42666.0,463.0,,92.0,Apartment,2,204,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Badaa,-,,,-,165000.0,165000.0,,2302.0,,Villa Complex,-,1015,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Residence Complex,Time 1,,,1,53000.0,53000.0,600.0,,88.0,Apartment,10,1004,Renewal,-,Time Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Nad Al Hamar,Quartz Tower,,,1,51000.0,51000.0,749.0,,68.0,Apartment,1,111,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Arabian Gate,,,2,72000.0,72000.0,1172.0,,61.0,Apartment,12,1221,Renewal,-,Time Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 51,,1,65000.0,65000.0,1001.0,,65.0,Apartment,3,313,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Al Zarooni Building,,Studio,44100.0,44100.0,,,,Apartment,1,124,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills 2,Pacifica,,,3,159273.0,120000.0,2403.0,1634.0,67.0,Townhouse,G+1,XG2807B,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Investments Park,Dubai Investments Park 1,Bin Sougat Building - SBK,,1,40000.0,40000.0,786.0,,51.0,Apartment,1,111,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Al Khair,,,2,92000.0,92000.0,1205.0,,76.0,Apartment,8,805,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Majan,Mohammed Saleh Building,,,1,50936.0,50936.0,1001.0,,51.0,Apartment,4,404,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Naif,7 States Building,,1,50000.0,50000.0,565.0,,88.0,Apartment,-,123,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,1,24000.0,24000.0,,,,Apartment,-,A 361,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Jaddaf,Al Marzooqi Building,,,2,65142.0,65142.0,1044.0,,62.0,Apartment,3,304,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 98,,Studio,43000.0,43000.0,527.0,,82.0,Apartment,4,415,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Eleganza,,-,347000.0,347000.0,2619.0,,132.0,Showroom,-,S6,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Sama Residence,,2,60000.0,60000.0,1084.0,,55.0,Apartment,5,0508,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,Manazil Al Raffa 01 Building,,2,84892.0,84892.0,1047.0,,81.0,Apartment,14,1414,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,2,75000.0,75000.0,947.0,,79.0,Apartment,-,106,New Contract,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Park,Jumeirah Park - District 8,,,3,272593.0,272593.0,3627.0,5894.0,75.0,Villa,G+1,JPP4V019,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Meydan Horizon,API Horizon Pointe,,,2,87150.0,87150.0,1650.0,,53.0,Apartment,16,1603,Renewal,-,Al Ali Property Investment (API),-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Madinat Dubai Al Melaheyah,,,2,81000.0,81000.0,1352.0,,60.0,Apartment,2,FLAT-208,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Hamriya,Hamriya 431,,2,83000.0,83000.0,1033.0,,80.0,Apartment | 3130431,1,106,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Trade Center 2,Sky Tower,,,1,65000.0,65000.0,560.0,,116.0,Apartment,1,11,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Reem,Mira Oasis,Mira Oasis 1,,3,150000.0,150000.0,2360.0,2120.0,64.0,Townhouse,G+1,RM2 Mira Oasis-V-280,Renewal,-,Emaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Hamriya,Musalla Building,,1,42000.0,42000.0,400.0,,105.0,Apartment,-,104,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Residence Complex,Phoenix Tower,,,1,39848.0,39848.0,817.0,,49.0,Apartment,6,608,Renewal,-,Neel Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Arjan,ARA Building,,,2,65265.0,65265.0,933.0,,70.0,Apartment,5,502,Renewal,-,Abdulraouf Mohammad Saleh Alavi,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Sabkha,,,3,54000.0,54000.0,1109.0,,49.0,Apartment,-,203,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,-,,,-,100000.0,100000.0,,9957.0,,Villa Complex,-,3,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 17,The Residence 3,,1,65000.0,65000.0,940.0,,69.0,Apartment,14,1402,Renewal,-,Orient Gate Real Estate,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Majan,Aras Residence,,,2,86000.0,86000.0,1176.0,,73.0,Apartment,2,201,New Contract,-,Aras Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,Al Mathrooshi Building,,,Studio,29000.0,29000.0,485.0,,60.0,Apartment,2,215,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Umm Hurair Building,,2,70350.0,70350.0,1184.0,,59.0,Apartment | 3180430,3,320,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Nad Al Hamar,Al Firdaus Building,,,1,44100.0,44100.0,857.0,,51.0,Apartment,4,407,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Al Manali Building,,2,83000.0,83000.0,1100.0,,75.0,Apartment | 3190162,-,204,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Clover Bay Tower,,,-,138608.0,150000.0,942.0,,148.0,Office,4,402,Renewal,-,MISMAK Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Madinat Dubai Al Melaheyah,,,1,62370.0,62370.0,947.0,,66.0,Apartment,4,423,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Al Dana Building,,1,41580.0,41580.0,732.0,,57.0,Apartment,1,120,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Nad Al Hamar,Nadd Al Hamar Gardens,,,2,93000.0,93000.0,1345.0,,69.0,Apartment,3,301,Renewal,-,Wasl,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais,Sheikh Rashid Colony,Sheikh Colony Block 3,,1,27783.0,27783.0,436.0,,64.0,Apartment | 2320499,1,120,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Nad Al Hamar,Nad Al Hamar One Building,,,1,48300.0,48300.0,850.0,,57.0,Apartment,1,103,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Athbah,-,,,-,150000.0,150000.0,,6566.0,,Villa,G+1,0,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Umm Suqeim,Umm Suqeim 1,,,-,245207.0,245207.0,,3800.0,,Villa Complex,-,0,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Al Habtoor Building,,,Studio,42000.0,42000.0,474.0,,89.0,Apartment,3,204,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Creek Harbour,Creek Beach,Summer,Summer Building 4,3,180000.0,180000.0,1535.0,,117.0,Apartment,3,308,Renewal,-,Emaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais,Masaken Al Qusais 01 Building,,,2,70400.0,70400.0,1227.0,,57.0,Apartment,10,1014,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Naif,,,2,55000.0,55000.0,783.0,,70.0,Apartment,-,2,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Wasl Oasis 2,,2,57750.0,57750.0,1441.0,,40.0,Apartment | 2450511,-,114,Renewal,-,Wasl,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mesoamerican Cluster,Building 221,,1,51802.0,51802.0,936.0,,55.0,Apartment,3,307,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Smark 4,,2,73924.0,80000.0,1432.0,,52.0,Apartment,1,115,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Goze Third,-,,,-,46000.0,46000.0,672.0,,68.0,Office,-,103,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster H,Concorde Tower,,1,73000.0,73000.0,815.0,,90.0,Apartment,34,3401,New Contract,-,32 Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Murar,,,-,67200.0,67200.0,347.0,,194.0,Retail | 1170699,-,Shop No -05,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Eleganza,,1,63800.0,63800.0,1127.0,,57.0,Apartment | 3190213,-,907,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,,,2,70000.0,70000.0,1106.0,,63.0,Apartment | 3160371,-,602,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,AR1 Tower,,1,60000.0,60000.0,702.0,,85.0,Apartment,11,1114,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster J,Mohammed Ibrahim Tower,,2,120000.0,120000.0,1608.0,,75.0,Apartment,31,3104,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Residence Complex,Skycourts Towers,Skycourts Tower A,,2,70000.0,70000.0,1063.0,,66.0,Apartment | 6489265,P3,P302,Renewal,-,National Bonds Corporation PJSC,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Marina,Marina Diamonds,Marina Diamond Tower 3,,1,77000.0,77000.0,683.0,,113.0,Apartment,6,611,Renewal,-,Diamond Developers,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Palm Jumeirah,Shoreline Apartments,Al Haseer,,3,330000.0,330000.0,2152.0,,153.0,Apartment,7,710,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais First,-,,,2,60000.0,60000.0,,,,Apartment,-,205,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Le Presidium,Le Presidium Tower 2,,2,100000.0,100000.0,1280.0,,78.0,Apartment,11,1103,Renewal,-,Orion Holdings,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,2,56000.0,56000.0,1186.0,,47.0,Apartment,-,109,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 6,1,35090.0,35090.0,618.0,,57.0,Apartment | 6140269,1,108,Renewal,-,Wasl,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Quoz,Al Quoz Industrial Area,Al Quoz Industrial Area 1,,-,218236.0,218236.0,5010.0,,44.0,Warehouse | 3640385,-,WH07,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,France Cluster,Block Q,Building Q-10,1,43000.0,43000.0,732.0,,59.0,Apartment,2,219,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Garhoud,-,,,-,140000.0,140000.0,,,,Villa,G+1,0,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 11,Binghatti Crescent,,1,78000.0,78000.0,727.0,,107.0,Apartment,5,530,New Contract,-,Binghatti,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 78,,Studio,46000.0,46000.0,484.0,,95.0,Apartment,G,G07,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Quoz,Al Quoz 1,,,2,52000.0,52000.0,,,,Apartment,-,F-105,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster B,Lake View Tower,,Studio,50000.0,50000.0,420.0,,119.0,Apartment,3,313,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Karam Pioneer Buildings,,2,46999.0,46999.0,750.0,,63.0,Apartment,0,6,Renewal,-,M&K Real Estate Brokers,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,Greece Cluster,Block L,Building L-11,Studio,38000.0,38000.0,484.0,,79.0,Apartment,3,303,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah,Jumeirah 3,Reem III,,-,297675.0,297675.0,,2949.0,,Villa Complex,-,260,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,The Valley,Orania,,,3,115000.0,115000.0,,1873.0,,Townhouse,G+1,TV Orania-V-133,New Contract,-,Emaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Naif,,,-,45000.0,45000.0,172.0,,262.0,Retail,-,SHOP-4,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Hamriya,Bahwan Centre Al Hamriya,,2,73000.0,73000.0,1359.0,,54.0,Apartment | 3130548,3,304,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Pearlz by Danube,,2,90000.0,90000.0,1120.0,,80.0,Apartment,3,330,New Contract,-,Danube Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Rose Residence 2,,1,79736.0,79736.0,861.0,,93.0,Apartment,3,301,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Furjan,Al Furjan West,Murooj Al Furjan West,,3,210000.0,210000.0,2192.0,2745.0,96.0,Townhouse,G+1,AF15TH095,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Victoria Residency,,1,60000.0,60000.0,894.0,,67.0,Apartment,7,706,Renewal,-,CPL Real Estate,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Majan,Paradise View 2,,,Studio,35175.0,35175.0,602.0,,58.0,Apartment,10,1006,Renewal,-,Dugasta Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Marina,Barcelo Residences (Aldar Tower),,,1,40000.0,40000.0,1210.0,,33.0,Apartment,1,103,New Contract,-,Barcelo Hotel Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Jaddaf,Spinnaker Residence,,,2,65000.0,65000.0,1030.0,,63.0,Apartment,1,103,Renewal,-,Ali Abdulla Mohammad Alshirawi,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 15,Bloom Heights,Bloom Heights Tower A,Studio,43000.0,43000.0,414.0,,104.0,Apartment,21,A-2107,New Contract,-,Bloom Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Telal 5,,1,65000.0,65000.0,904.0,,72.0,Apartment,2,F206,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Souq Al Kabeer,,,Studio,38010.0,38010.0,750.0,,51.0,Apartment,-,EI3/F-322,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Arjan,Samana Hills,,,1,62000.0,62000.0,584.0,,106.0,Apartment,2,230,New Contract,-,Samana Developers,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais First,-,,,2,49000.0,49000.0,,,,Apartment,-,305,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,Nojoum Hotel Apartments,,1,69028.0,73000.0,977.0,,71.0,Apartment,6,604,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 13,Remal Tower,,1,57000.0,57000.0,734.0,,78.0,Apartment,7,706,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills 2,Vardon,,,3,75000.0,75000.0,1669.0,1208.0,45.0,Villa,G+1,XR1104B,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,Tameem Villas,,,-,150000.0,150000.0,,3783.0,,Villa,G+1,,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster A,New Dubai Gate 2,,Studio,50000.0,50000.0,372.0,,134.0,Apartment,11,1106,Renewal,-,Bonyan Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Sports City,Red Residence,,,1,60000.0,60000.0,824.0,,73.0,Apartment,14,1403,New Contract,-,Middle East Development LLC,-,-,,,,,,,,,,,,
